C#CCS(=O)(=O)[O-].[Na+]
C#CC(=O)[O-].[Na+]
C#CC(C)(O)c1ccccc1
C#CC[C@@](C)(N)C(=O)O.Cl
C#Cc1cc(C#N)c(F)cc1N
C#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
C#CC(N)C(C)CC.Cl
C#Cc1cnc(=O)[nH]c1N
C#CCC(N)C(=O)O
C#CCn1ccc(=O)[nH]c1=O
C#CC1(OC)CCCCC1
C#CCOC1CN(C(=O)OC(C)(C)C)C1
C#CCN1CCC2(CC1)CN(C(=O)OC(C)(C)C)C2
C#Cc1cc(F)cc(F)c1
C#Cc1nccnc1N
C#Cc1nc(Br)cnc1N
C#Cc1ccccc1C
C#Cc1ccc(OC(F)(F)F)cc1
C#Cc1nccc2ccccc12
C#Cc1cc(Br)cnc1N
C#Cc1ncccn1
C#Cc1cncnc1
C#Cc1ccc(C=O)s1
C#CCN1CCCC1
C#CC1CCCCN1C(=O)OC(C)(C)C
C#CC1CCCN(C(=O)OC(C)(C)C)C1
C#CC1CCCNC1.Cl
C#Cc1ccc(S(C)(=O)=O)cc1
C#Cc1ccc2[nH]nc(C)c2c1
C#CCCNC(=O)OC(C)(C)C
C#Cc1ccnc2ccccc12
C#Cc1ccc(F)c(F)c1
C#Cc1ccnc(Cl)c1
C#CC[C@H](N)C(=O)O
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1
C#Cc1ncc(Br)cn1
C#Cc1cccc(NC(C)=O)c1
C#Cc1ccc([N+](=O)[O-])cc1OC
C#Cc1cc(C)ccc1N
C#Cc1ccc(CC#N)cc1
C#CCCCC(=O)O
C#Cc1ccccc1C(=O)OC
C#Cc1cc([N+](=O)[O-])ccc1F
C#Cc1ccc(N)nc1
C#Cc1cccc(Br)n1
C#Cc1sccc1C
C#Cc1cccc(C)n1
C#CC[C@@H](NC(=O)OC(C)(C)C)C(=O)O
C#CC[C@H](NC(=O)OC(C)(C)C)C(=O)O
C#CC1CCCN1C(=O)OC(C)(C)C
C#CCN1CCOCC1
C#Cc1ccc(Cl)cn1
C#Cc1ccc(C(F)(F)F)cn1
C#Cc1ccc(Cl)nc1
C#CCCN(C)C(=O)OC(C)(C)C
C#CCCNC(=O)c1ccc(N)c(N)c1
C#Cc1ccc(C(C)(C)C)cc1
C#CCCCC#N
C#Cc1cncn1C
C#Cc1ccc2c(c1)OCO2
C#CCCCCO
C#CCOC1CCCCO1
C#Cc1cccc(N)c1
C#CCOCc1ccccc1
C#Cc1ccc(CC)cc1
C#Cc1ccc(OCC)cc1
C#Cc1ccc(OC)c(OC)c1
C#Cc1ccc(N(C)C)cc1
C#CCC(C(=O)OC)C(=O)OC
C#CCOc1ccccc1C=O
C#CCC(=O)OCC
C#Cc1ccc(CCC)cc1
C#Cc1ccc(C(C)C)cc1
C#CC(C)OS(=O)(=O)c1ccc(C)cc1
C#CCOCC1CO1
C#CCC(=O)OC
C#CCCCC(=O)OC
C#Cc1ccc(CCCC)cc1
C#CC(=O)OC
C#Cc1ccc(N(CC)CC)cc1
C#CCCN1C(=O)c2ccccc2C1=O
C#CCN(C)Cc1ccccc1
C#CCNC
C#CCNC(N)=O
C#CCN(C)Cc1ccccc1.Cl
C#CCOc1ccccc1
C#CCOCCO
C#CCCC(=O)[O-]
C#CCOS(=O)(=O)c1ccccc1
C#CCOS(=O)(=O)c1ccc(C)cc1
C#CC(N)=O
C#Cc1cncc(Cl)c1
C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O
C#CC1CCN(C(=O)OC(C)(C)C)CC1
C#CC(=O)OC(C)(C)C
C#Cc1cc(N)ccc1C
C#CC(C)(C)C(=O)O
C#Cc1ccc(Cl)cc1Cl
C#Cc1ccc(Cl)cc1F
C#Cc1cccc(OC(F)(F)F)c1
C#Cc1ccc(C)nc1
C#CCCN.Cl
C#Cc1cn[nH]c1
C#CC1(O)CN(C(=O)OC(C)(C)C)C1
C#Cc1ccc(Br)cn1
C#CC1(O)COC1
C#CCN1CCCC1.Cl
C#CC1(O)CCOC1
C#CC1(C(=O)O)CC1
C#CC(O)(c1ccccc1)c1ccccc1
C#Cc1cnn(C)c1
C#CC1CCSCC1
C#Cc1cccc2c1OC(F)(F)O2
C#Cc1cnccn1
C#Cc1ccnc(C)c1
C#C[C@H]1CC[C@H](NC(=O)OC(C)(C)C)CC1
C#C[c-]1cccc1.[Fe+2].c1cc[cH-]c1
C#CC[C@@]1(C(=O)O)CCCN1.Cl
C#CC[C@]1(C(=O)O)CCCN1.Cl
C#Cc1cccc(C(C)(C)C)c1
C#Cc1cc(Cl)cc(Cl)c1
C#Cc1cccc(CC)c1
C#CC[C@@H](N)C(=O)O
C#CCN
C#Cc1cccc2nccn12
C#Cc1ccc2[nH]ncc2n1
C#CCOC(N)=O
C#CCCCN.Cl
C#CCN1Cc2ccccc2S1(=O)=O
C#CC(O)c1cccc(F)c1
C#Cc1ccc2ccccc2c1
C#CCN1C(=O)CC2(CCCC2)CC1=O
C#Cc1cc(C(=O)OC)cc(C(=O)OC)c1
C#Cc1ccccc1C(C)=O
C#CC(C)(C)NC(=O)OC(C)(C)C
C#Cc1cnc2[nH]ncc2c1
C#CC[C@H](CO)NC(=O)OC(C)(C)C
C#Cc1cc(C(=O)OC)ccc1C
C#CC1(N)CC1.Cl
C#Cc1cc(C(=O)O)cc(C(=O)O)c1
C#Cc1cnc[nH]1
C#CCON1C(=O)c2ccccc2C1=O
C#Cc1ccc(Br)s1
C#Cc1ccc(CCC(=O)OC)cc1
C#CCCC(=O)ON1C(=O)CCC1=O
C#CCN1C(=O)c2ccccc2C1=O
C#Cc1cccc(C)c1
C#Cc1ccc(Cl)cc1
C#Cc1ccn[nH]1
C#Cc1ccccc1OC(F)(F)F
C#Cc1ccc(F)cn1
C#CCCCCCl
C#CCN1CCS(=O)(=O)CC1
C#Cc1ccc(S(N)(=O)=O)cc1
C#Cc1cccc([N+](=O)[O-])c1
C#CC1(O)CCCCC1
C#CCC(N)C(=O)O.Cl
C#Cc1cccc(C(=O)OC(C)(C)C)c1
C#CC(C)(O)c1cc(C)on1
C#Cc1ccc(C(=O)O)nc1
C#Cc1cccc2cn[nH]c12
C#CC(O)C1CCCCC1
C#CCOC(=O)Nc1ccc(O)cc1
C#CC1CCN(C(=O)OC(C)(C)C)C1
C#Cc1ccc(CN)cc1
C#Cc1ccc(OC)nc1
C#Cc1ccc(F)cc1F
C#Cc1cccc(C(=O)OC)c1
C#CCCCCBr
C#CCOC(=O)c1ccccc1
C#Cc1c(OC)cccc1OC
C#CC[C@@H](N)C(=O)O.Cl
C#CC(C)NC(=O)OC(C)(C)C
C#Cc1ccc(F)nc1
C#Cc1ccc(O)nc1
C#CC1CN(C(=O)OC(C)(C)C)C1
C#Cc1ccc(C(C)=O)s1
C#CCNC(=O)OCc1ccccc1
C#Cc1cc(F)c(F)c(F)c1
C#CCOc1cc(F)ccc1F
C#Cc1cnc2ccccn12
C#Cc1cccc(F)n1
C#Cc1ccc2ncccc2c1
C#Cc1cccc(C(=O)OCC)n1
C#Cc1ccc2cnccc2c1
C#CCNC(=O)c1ccc(Br)cc1
C#Cc1ccc2ncsc2c1
C#Cc1cccc(N)c1.Cl
C#Cc1cccc(C(N)=O)c1
C#Cc1cccc(NC(=O)OC(C)(C)C)c1
C#Cc1ccnc(Br)c1
C#Cc1ccc(OC)cn1
C#Cc1csc(C)n1
C#Cc1cccc(CN)c1
C#Cc1cccnc1F
C#CCCCCN
C#CC1CCNCC1.Cl
C#Cc1cnc(Cl)nc1
C#Cc1ccc(Cl)cn1.Cl
C#Cc1ccccc1C#N
C#CCCCI
C#Cc1ccc(CN)cc1.Cl
C#Cc1ccc(CNC(=O)OC(C)(C)C)cc1
C#Cc1ccccc1CNC(=O)OC(C)(C)C
C#Cc1ccccc1CN.Cl
C#Cc1cccc(CNC(=O)OC(C)(C)C)c1
C#Cc1cnc2cccnn12
C#Cc1ncccc1OC
C#Cc1cc(Cl)ncc1F
C#Cc1ccc(-c2ccccn2)nc1
C#CCOc1ccc(N)cc1
C#CCNC(=O)C(F)(F)F
C#Cc1ccc(OC)cc1CO
C#CCNC(=O)OC(C)(C)C
C#Cc1cnc2ccccc2c1
C#Cc1cccc(C(=O)O)c1
C#Cc1ccc(C(=O)O)cc1
C#Cc1ccc(C(=O)OC(C)(C)C)cc1
C#CCNC1CCc2ccccc21
C#Cc1ccc(C(=O)OCC)cc1
C#CCCC(=O)O
C#Cc1ccc(C)cn1
C#Cc1cc(C)ccn1
C#Cc1ccc(C(=O)N2CCOCC2)cc1
C#CCNC(C)=O
C#Cc1ccc(N)cc1Cl
C#Cc1ccc(C(=O)OC)nc1
C#Cc1ccc(C(=O)OC)cn1
C#Cc1cc(C(=O)OC)ccn1
C#CCCCCI
C#Cc1cnc(N)cn1
C#Cc1ccc(-c2ccc(O)cc2)cc1
C#Cc1cccc(Cl)n1
C#Cc1cccnn1
C#CC(C)N.Cl
C#CC(C)(O)CC(C)C
C#CCOC
C#CC(=O)OCC
C#C[C@H](C)NC(=O)OC(C)(C)C
C#C[C@@H](C)NC(=O)OC(C)(C)C
C#CCCCCN.Cl
C#CCC(C)(C)C(=O)O
C#CCCCNC(=O)OC(C)(C)C
C#C[C@H](C)N.Cl
C#CCCN
C#CCCC(=O)OC
C#CC(C)(N)CC.Cl
C#CCCCCl
C#CCN.Cl
C#CC(O)CCCC
C#CCOCCI
C#CCCO
C#CC(C)(C)S(C)(=O)=O
C#CC(C)(C)Cl
C#CCON.Cl
